Location,CONTRACTOR_LABOR,CBA_Exempt,Required_Clearance,Labor_Category,Base_Hours,OY1_Hours,OY2_Hours,OY3_Hours,OY4_Hours,Total_Hours,Region_ID,Region_Name,Labor Category,Occupation_Code,Title,Rate,Required Clearance,CBA - Exempt,Hourly_Rate
Oceana,Non-SCA,Exempt,SECRET,Security Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,70.0
Oceana,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,75.0
Hefti,Non-SCA,Exempt,SECRET,Mission Coordinator,5353.6,1070.72,1070.72,1070.72,1070.72,1070.72,,,,,,,,,85.0
Hefti,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",1338.4,267.68,267.68,267.68,267.68,267.68,,,,,,,,,95.0
Hefti,Non-SCA,Exempt,SECRET,Network Administrator III,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Hefti,Non-SCA,Exempt,SECRET,Network Administrator IV,8221.6,1644.3200000000002,1644.3200000000002,1644.3200000000002,1644.3200000000002,1644.3200000000002,,,,,,,,,80.0
Hefti,Non-SCA,Exempt,SECRET,Network Administrator V,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,80.0
Hefti,SCA,SCLS,SECRET,Computer Operator IV,1147.2,229.44,229.44,229.44,229.44,229.44,UNKNOWN,,Computer Operator IV,14044.0,,,SECRET,SCLS,80.0
Hefti,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,2676.8,535.36,535.36,535.36,535.36,535.36,,,,,,,,,75.0
Hefti,SCA,CBA,SECRET,Electronics Technician II,1338.4,267.68,267.68,267.68,267.68,267.68,UNKNOWN,,Electronics Technician II,23182.0,,,SECRET,CBA,80.0
Hefti,SCA,SCLS,SECRET,Engineering Technician IV,7074.400000000001,1414.88,1414.88,1414.88,1414.88,1414.88,UNKNOWN,,Engineering Technician IV,30084.0,,,SECRET,SCLS,80.0
Hefti,SCA,SCLS,SECRET,Engineering Technician V,3632.8,726.5600000000001,726.5600000000001,726.5600000000001,726.5600000000001,726.5600000000001,UNKNOWN,,Engineering Technician V,30085.0,,,SECRET,SCLS,80.0
Hefti,Non-SCA,Exempt,SECRET,Maintenance Coordinator,573.6,114.72,114.72,114.72,114.72,114.72,,,,,,,,,80.0
Hefti,Non-SCA,Exempt,SECRET,Security Coordinator,1529.6000000000001,305.92,305.92,305.92,305.92,305.92,,,,,,,,,70.0
NCAMS,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
NCAMS,Non-SCA,Exempt,SECRET,Technical Coordinator,764.8000000000001,152.96,152.96,152.96,152.96,152.96,,,,,,,,,80.0
NCAMS,Non-SCA,Exempt,SECRET,Operations Analyst,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
NCAMS,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
NCAMS,Non-SCA,Exempt,SECRET,Network Analyst IV,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,80.0
NCAMS,SCA,SCLS,SECRET,Computer Systems Analyst II,382.40000000000003,76.48,76.48,76.48,76.48,76.48,NC_Craven,NC Craven County,Computer Systems Analyst II,14102.0,Computer Systems Analyst II,(see 1),SECRET,SCLS,75.0
NCAMS,SCA,SCLS,SECRET,Computer Operator IV,764.8000000000001,152.96,152.96,152.96,152.96,152.96,NC_Craven,NC Craven County,Computer Operator IV,14044.0,Computer Operator IV,23.82,SECRET,SCLS,23.82
TTGP,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
TTGP,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
TTGP,Non-SCA,Exempt,SECRET,Mission Coordinator,1912.0000000000002,382.40000000000003,382.40000000000003,382.40000000000003,382.40000000000003,382.40000000000003,,,,,,,,,85.0
TTGP,Non-SCA,Exempt,SECRET,Network Administrator III,1338.4,267.68,267.68,267.68,267.68,267.68,,,,,,,,,80.0
TTGP,Non-SCA,Exempt,SECRET,Network Administrator IV,4015.2000000000003,803.04,803.04,803.04,803.04,803.04,,,,,,,,,80.0
TTGP,Non-SCA,Exempt,SECRET,Network Administrator V,764.8000000000001,152.96,152.96,152.96,152.96,152.96,,,,,,,,,80.0
TTGP,SCA,CBA,SECRET,Engineering Technician III,1338.4,267.68,267.68,267.68,267.68,267.68,UNKNOWN,,Engineering Technician III,30083.0,,,SECRET,CBA,80.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Mission Coordinator,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,85.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Network Administrator III,127.46666666666668,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,,,,,,,,,80.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Network Administrator IV,573.5999999999999,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,,,,,,,,,80.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Network Engineer IV,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,95.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,75.0
MTEN - 29 Palms,Non-SCA,Exempt,SECRET,Technical Support Specialist,446.1333333333334,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,,,,,,,,,80.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Mission Coordinator,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,85.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Network Administrator III,127.46666666666668,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,,,,,,,,,80.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Network Administrator IV,573.5999999999999,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,,,,,,,,,80.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Network Engineer IV,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,95.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,75.0
MTEN - Camp Lejeune,Non-SCA,Exempt,SECRET,Technical Support Specialist,446.1333333333334,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,,,,,,,,,80.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Mission Coordinator,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,85.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Network Administrator III,127.46666666666668,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,,,,,,,,,80.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Network Administrator IV,573.5999999999999,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,,,,,,,,,80.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Network Engineer IV,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,95.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,75.0
MTEN - Camp Pendleton,Non-SCA,Exempt,SECRET,Technical Support Specialist,446.1333333333334,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,,,,,,,,,80.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Mission Coordinator,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,85.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Network Administrator III,127.46666666666668,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,,,,,,,,,80.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Network Administrator IV,573.5999999999999,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,,,,,,,,,80.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Network Engineer IV,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,95.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,75.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Technical Support Specialist,446.1333333333334,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Mission Coordinator,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,85.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Network Administrator III,127.46666666666668,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Network Administrator IV,573.5999999999999,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Network Engineer IV,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,95.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,75.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Technical Support Specialist,446.1333333333334,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,63.73333333333334,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,12.746666666666668,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Mission Coordinator,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,85.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Network Administrator III,127.46666666666668,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,25.493333333333336,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Network Administrator IV,573.5999999999999,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,114.71999999999998,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Network Engineer IV,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,95.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,223.0666666666667,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,44.61333333333334,,,,,,,,,75.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Technical Support Specialist,446.1333333333334,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,89.22666666666667,,,,,,,,,80.0
